number	sample	contig	 Reads 	 length 	ref	coding	family
1015	33857	contig_7054	 20 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1066	33856	contig_7091	 20 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1080	33884	contig_7091	 20 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1172	33856	contig_10809	 20 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1539	34037	contig_6493	 20 	" 21,922 "	Zeta_15_1	11	Zeta
1584	33862	contig_241601	 20 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1690	33960	contig_12034	 20 	" 21,580 "	Zeta_4_1	11	Zeta
1797	33866	contig_21240	 20 	" 14,036 "	Kahnovirus	11	Steigviridae
1843	34022	contig_239525	 20 	" 28,967 "	Zeta_8_1	11	Zeta
1992	34042	contig_11105	 20 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
2031	33936	contig_17442	 20 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2104	33964	contig_15524	 20 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
13	33867	contig_11000	 19 	" 18,137 "	Culoivirus faecalis	11	Suoliviridae
404	33942	contig_239060	 19 	" 10,591 "	Carjivirus communis	11	Intestiviridae
423	33996	contig_239060	 19 	" 10,591 "	Carjivirus communis	11	Intestiviridae
1246	33902	contig_1091	 19 	" 145,297 "	Epsilon_2_3	11	Epsilon
1646	34036	contig_10753	 19 	" 16,928 "	Suoliviridae	TAG	Suoliviridae
2108	33974	contig_15524	 19 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2114	34015	contig_15524	 19 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
209	33861	contig_1857	 18 	" 141,010 "	Epsilon_1	11	Epsilon
213	33866	contig_1857	 18 	" 141,010 "	Epsilon_1	11	Epsilon
219	33882	contig_1857	 18 	" 141,010 "	Epsilon_1	11	Epsilon
321	33954	contig_2345	 18 	" 17,956 "	Epsilon_1_1	11	Epsilon
466	33969	contig_240585	 18 	" 10,264 "	Dabirmavirus	11	Intestiviridae
738	33865	contig_5617	 18 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
740	33869	contig_5617	 18 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
1095	33931	contig_7091	 18 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1142	33857	contig_7648	 18 	" 47,634 "	Fohxhuevirus	11	Intestiviridae
1229	33859	contig_1091	 18 	" 145,297 "	Epsilon_2_3	11	Epsilon
1283	33982	contig_1091	 18 	" 145,297 "	Epsilon_2_3	11	Epsilon
1293	34036	contig_1091	 18 	" 145,297 "	Epsilon_2_3	11	Epsilon
1366	33880	contig_2405	 18 	" 18,695 "	Epsilon_1	11	Epsilon
1405	33995	contig_2405	 18 	" 18,695 "	Epsilon_1	11	Epsilon
1426	33926	contig_241592	 18 	" 97,658 "	Birpovirus	TAG	Suoliviridae
1633	34008	contig_10752	 18 	" 13,004 "	Suoliviridae	TAG	Suoliviridae
1717	33955	contig_14135	 18 	" 68,829 "	Zeta_4_1	11	Zeta
1803	33866	contig_239515	 18 	" 18,913 "	Mahlunavirus	11	Steigviridae
1850	33890	contig_241147	 18 	" 92,029 "	Drivevirus	11	Intestiviridae
1879	33951	contig_7377	 18 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1908	34011	contig_14619	 18 	" 15,200 "	Lebriduvirus gastrointestinalis	11	Steigviridae
2036	33963	contig_17442	 18 	" 75,857 "	Buchavirus	TAG	Suoliviridae
81	33898	contig_12421	 17 	" 21,658 "	Kehishuvirus	11	Steigviridae
196	34009	contig_18154	 17 	" 20,165 "	Kingevirus communis	11	Crevaviridae
682	33974	contig_3411	 17 	" 77,979 "	Epsilon_1_4	11	Epsilon
789	33881	contig_5621	 17 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
793	33888	contig_5621	 17 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
1038	33941	contig_7054	 17 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1273	33964	contig_1091	 17 	" 145,297 "	Epsilon_2_3	11	Epsilon
1298	34041	contig_1091	 17 	" 145,297 "	Epsilon_2_3	11	Epsilon
1616	34043	contig_241601	 17 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1623	34031	contig_5263	 17 	" 58,511 "	Zeta_7	11	Zeta
1644	34008	contig_10753	 17 	" 16,928 "	Suoliviridae	TAG	Suoliviridae
1722	33996	contig_14135	 17 	" 68,829 "	Zeta_4_1	11	Zeta
2139	34006	contig_241570	 17 	" 182,976 "	Zeta_2	11	Zeta
9	34011	contig_10982	 16 	" 14,547 "	Kehishuvirus	11	Steigviridae
27	33870	contig_11002	 16 	" 106,707 "	Culoivirus	11	Suoliviridae
83	33942	contig_12421	 16 	" 21,658 "	Kehishuvirus	11	Steigviridae
91	33859	contig_13525	 16 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
202	34039	contig_18154	 16 	" 20,165 "	Kingevirus communis	11	Crevaviridae
272	33993	contig_1857	 16 	" 141,010 "	Epsilon_1	11	Epsilon
320	33953	contig_2345	 16 	" 17,956 "	Epsilon_1_1	11	Epsilon
376	33871	contig_239060	 16 	" 10,591 "	Carjivirus communis	11	Intestiviridae
549	34008	contig_3100	 16 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
672	33958	contig_3411	 16 	" 77,979 "	Epsilon_1_4	11	Epsilon
720	33861	contig_5148	 16 	" 72,032 "	Kehishuvirus	11	Steigviridae
732	33857	contig_5617	 16 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
735	33861	contig_5617	 16 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
787	33879	contig_5621	 16 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
1053	33992	contig_7054	 16 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1167	33922	contig_9031	 16 	" 13,531 "		11	
1301	34044	contig_1091	 16 	" 145,297 "	Epsilon_2_3	11	Epsilon
1302	33857	contig_10830	 16 	" 23,029 "	Birpovirus	TAG	Suoliviridae
1523	33857	contig_6493	 16 	" 21,922 "	Zeta_15_1	11	Zeta
1618	33860	contig_5263	 16 	" 58,511 "	Zeta_7	11	Zeta
1697	34036	contig_12034	 16 	" 21,580 "	Zeta_4_1	11	Zeta
1944	33943	contig_16169	 16 	" 35,220 "	Buchavirus	TAG	Suoliviridae
233	33916	contig_1857	 15 	" 141,010 "	Epsilon_1	11	Epsilon
259	33970	contig_1857	 15 	" 141,010 "	Epsilon_1	11	Epsilon
444	33943	contig_239492	 15 	" 16,923 "	Kahnovirus	11	Steigviridae
747	33926	contig_5617	 15 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
1039	33942	contig_7054	 15 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1255	33926	contig_1091	 15 	" 145,297 "	Epsilon_2_3	11	Epsilon
1471	33908	contig_3469	 15 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1667	33884	contig_8448	 15 	" 25,091 "	Zeta_3_1	11	Zeta
1938	33932	contig_15993	 15 	" 90,847 "	Diorhovirus intestinalis	11	Intestiviridae
1965	33950	contig_16647	 15 	" 21,983 "	Zeta	TAG	Zeta
2103	33963	contig_15524	 15 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2148	33992	contig_242421	 15 	" 15,460 "		11	outgroup
84	33943	contig_12421	 14 	" 21,658 "	Kehishuvirus	11	Steigviridae
97	33931	contig_13525	 14 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
237	33925	contig_1857	 14 	" 141,010 "	Epsilon_1	11	Epsilon
515	33869	contig_3100	 14 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
679	33969	contig_3411	 14 	" 77,979 "	Epsilon_1_4	11	Epsilon
915	34036	contig_5776	 14 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
973	33855	contig_7034	 14 	" 16,937 "	Kingevirus communis	11	Crevaviridae
975	33857	contig_7034	 14 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1209	33965	contig_10841	 14 	" 12,322 "	Blohavirus americanus	TAG	Suoliviridae
1248	33914	contig_1091	 14 	" 145,297 "	Epsilon_2_3	11	Epsilon
1503	33996	contig_3469	 14 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1507	34006	contig_3469	 14 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1651	33880	contig_8225	 14 	" 178,222 "	Zeta_3_1	11	Zeta
1712	34007	contig_12042	 14 	" 11,863 "	Zeta_4	11	Zeta
1763	33940	contig_10396	 14 	" 35,214 "	Mahlunavirus rarus	11	Steigviridae
1789	33981	contig_18456	 14 	" 44,008 "	Birpovirus	11	Suoliviridae
1820	34039	contig_243430	 14 	" 13,080 "	Zeta_15_1	11	Zeta
1827	33879	contig_239525	 14 	" 28,967 "	Zeta_8_1	11	Zeta
1829	33881	contig_239525	 14 	" 28,967 "	Zeta_8_1	11	Zeta
1915	34040	contig_14619	 14 	" 15,200 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1948	33965	contig_16169	 14 	" 35,220 "	Buchavirus	TAG	Suoliviridae
1989	34029	contig_11105	 14 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
2046	34007	contig_17442	 14 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2054	33942	contig_13463	 14 	" 31,471 "	Fohxhuevirus gastrointestinalis	11	Intestiviridae
2055	33898	contig_240855	 14 	" 21,963 "	Zeta	TAG	Zeta
2126	33932	contig_242102	 14 	" 20,064 "	Intestiviridae	11	Intestiviridae
2153	33976	contig_241627	 14 	" 66,695 "		11	unknown
126	34036	contig_13525	 13 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
373	33867	contig_239060	 13 	" 10,591 "	Carjivirus communis	11	Intestiviridae
391	33897	contig_239060	 13 	" 10,591 "	Carjivirus communis	11	Intestiviridae
547	34006	contig_3100	 13 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
645	33888	contig_3411	 13 	" 77,979 "	Epsilon_1_4	11	Epsilon
657	33924	contig_3411	 13 	" 77,979 "	Epsilon_1_4	11	Epsilon
685	33979	contig_3411	 13 	" 77,979 "	Epsilon_1_4	11	Epsilon
883	33942	contig_5776	 13 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
904	34015	contig_5776	 13 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
1007	34015	contig_7034	 13 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1253	33924	contig_1091	 13 	" 145,297 "	Epsilon_2_3	11	Epsilon
1277	33974	contig_1091	 13 	" 145,297 "	Epsilon_2_3	11	Epsilon
1372	33890	contig_2405	 13 	" 18,695 "	Epsilon_1	11	Epsilon
1743	33884	contig_9107	 13 	" 49,452 "	Jahgtovirus	11	Intestiviridae
2118	34022	contig_15524	 13 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2147	33953	contig_242421	 13 	" 15,460 "		11	outgroup
12	33866	contig_11000	 12 	" 18,137 "	Culoivirus faecalis	11	Suoliviridae
210	33862	contig_1857	 12 	" 141,010 "	Epsilon_1	11	Epsilon
212	33865	contig_1857	 12 	" 141,010 "	Epsilon_1	11	Epsilon
246	33949	contig_1857	 12 	" 141,010 "	Epsilon_1	11	Epsilon
264	33979	contig_1857	 12 	" 141,010 "	Epsilon_1	11	Epsilon
367	33859	contig_239060	 12 	" 10,591 "	Carjivirus communis	11	Intestiviridae
392	33898	contig_239060	 12 	" 10,591 "	Carjivirus communis	11	Intestiviridae
467	33970	contig_240585	 12 	" 10,264 "	Dabirmavirus	11	Intestiviridae
641	33881	contig_3411	 12 	" 77,979 "	Epsilon_1_4	11	Epsilon
642	33882	contig_3411	 12 	" 77,979 "	Epsilon_1_4	11	Epsilon
921	33859	contig_7024	 12 	" 36,085 "	Kingevirus communis	11	Crevaviridae
1174	33859	contig_10809	 12 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1239	33891	contig_1091	 12 	" 145,297 "	Epsilon_2_3	11	Epsilon
1285	33984	contig_1091	 12 	" 145,297 "	Epsilon_2_3	11	Epsilon
1294	34037	contig_1091	 12 	" 145,297 "	Epsilon_2_3	11	Epsilon
1442	33940	contig_3325	 12 	" 29,397 "	Junduvirus copri	11	Crevaviridae
1694	33996	contig_12034	 12 	" 21,580 "	Zeta_4_1	11	Zeta
1818	33989	contig_243430	 12 	" 13,080 "	Zeta_15_1	11	Zeta
1997	33989	contig_241883	 12 	" 29,640 "	Bohxovirus	TAG	Suoliviridae
2023	33932	contig_239885	 12 	" 17,083 "	Kahucivirus intestinalis	11	Crevaviridae
2040	33970	contig_17442	 12 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2043	33980	contig_17442	 12 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2081	33965	contig_11403	 12 	" 27,032 "	Buorbuivirus	TAG	Suoliviridae
6	33942	contig_10982	 11 	" 14,547 "	Kehishuvirus	11	Steigviridae
96	33929	contig_13525	 11 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
193	33992	contig_18154	 11 	" 20,165 "	Kingevirus communis	11	Crevaviridae
218	33881	contig_1857	 11 	" 141,010 "	Epsilon_1	11	Epsilon
325	33959	contig_2345	 11 	" 17,956 "	Epsilon_1_1	11	Epsilon
411	33976	contig_239060	 11 	" 10,591 "	Carjivirus communis	11	Intestiviridae
505	34038	contig_240585	 11 	" 10,264 "	Dabirmavirus	11	Intestiviridae
673	33959	contig_3411	 11 	" 77,979 "	Epsilon_1_4	11	Epsilon
758	33984	contig_5617	 11 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
960	33992	contig_7024	 11 	" 36,085 "	Kingevirus communis	11	Crevaviridae
1245	33901	contig_1091	 11 	" 145,297 "	Epsilon_2_3	11	Epsilon
1307	34001	contig_10830	 11 	" 23,029 "	Birpovirus	TAG	Suoliviridae
1369	33884	contig_2405	 11 	" 18,695 "	Epsilon_1	11	Epsilon
1431	33981	contig_241592	 11 	" 97,658 "	Birpovirus	TAG	Suoliviridae
1731	33996	contig_14150	 11 	" 14,876 "	Zeta_4_1	11	Zeta
1782	33955	contig_18456	 11 	" 44,008 "	Birpovirus	11	Suoliviridae
1783	33957	contig_18456	 11 	" 44,008 "	Birpovirus	11	Suoliviridae
2107	33973	contig_15524	 11 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
161	33855	contig_18154	 10 	" 20,165 "	Kingevirus communis	11	Crevaviridae
324	33958	contig_2345	 10 	" 17,956 "	Epsilon_1_1	11	Epsilon
332	33975	contig_2345	 10 	" 17,956 "	Epsilon_1_1	11	Epsilon
368	33860	contig_239060	 10 	" 10,591 "	Carjivirus communis	11	Intestiviridae
410	33975	contig_239060	 10 	" 10,591 "	Carjivirus communis	11	Intestiviridae
463	33963	contig_240585	 10 	" 10,264 "	Dabirmavirus	11	Intestiviridae
581	33925	contig_3213	 10 	" 37,472 "	Epsilon_1	11	Epsilon
668	33953	contig_3411	 10 	" 77,979 "	Epsilon_1_4	11	Epsilon
699	34001	contig_3411	 10 	" 77,979 "	Epsilon_1_4	11	Epsilon
722	33906	contig_5148	 10 	" 72,032 "	Kehishuvirus	11	Steigviridae
753	33960	contig_5617	 10 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
756	33976	contig_5617	 10 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
790	33882	contig_5621	 10 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
1013	33855	contig_7054	 10 	" 34,118 "	Kingevirus communis	11	Crevaviridae
1071	33862	contig_7091	 10 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1242	33896	contig_1091	 10 	" 145,297 "	Epsilon_2_3	11	Epsilon
1326	33857	contig_17571	 10 	" 113,452 "	Zeta_7_1	TGA	Zeta
1355	34036	contig_17571	 10 	" 113,452 "	Zeta_7_1	TGA	Zeta
1359	34042	contig_17571	 10 	" 113,452 "	Zeta_7_1	TGA	Zeta
1470	33907	contig_3469	 10 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1472	33909	contig_3469	 10 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1542	33857	contig_8031	 10 	" 11,383 "	Birpovirus	TAG	Suoliviridae
1553	33965	contig_8031	 10 	" 11,383 "	Birpovirus	TAG	Suoliviridae
1624	34041	contig_5263	 10 	" 58,511 "	Zeta_7	11	Zeta
1637	33860	contig_10753	 10 	" 16,928 "	Suoliviridae	TAG	Suoliviridae
1711	33996	contig_12042	 10 	" 11,863 "	Zeta_4	11	Zeta
1730	33964	contig_14150	 10 	" 14,876 "	Zeta_4_1	11	Zeta
1796	34039	contig_18456	 10 	" 44,008 "	Birpovirus	11	Suoliviridae
1805	33940	contig_239515	 10 	" 18,913 "	Mahlunavirus	11	Steigviridae
1821	34040	contig_243430	 10 	" 13,080 "	Zeta_15_1	11	Zeta
1871	33939	contig_7377	 10 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1873	33941	contig_7377	 10 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1888	33965	contig_7377	 10 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1918	33890	contig_15614	 10 	" 42,530 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1935	34037	contig_15614	 10 	" 42,530 "	Lebriduvirus gastrointestinalis	11	Steigviridae
2060	33976	contig_17000	 10 	" 28,444 "	Delmidovirus intestinihominis	11	Intestiviridae
2122	34029	contig_15524	 10 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
63	33950	contig_12149	 9 	" 59,357 "	Asinivirinae	11	Steigviridae
304	33884	contig_2345	 9 	" 17,956 "	Epsilon_1_1	11	Epsilon
341	33993	contig_2345	 9 	" 17,956 "	Epsilon_1_1	11	Epsilon
388	33893	contig_239060	 9 	" 10,591 "	Carjivirus communis	11	Intestiviridae
470	33975	contig_240585	 9 	" 10,264 "	Dabirmavirus	11	Intestiviridae
476	33983	contig_240585	 9 	" 10,264 "	Dabirmavirus	11	Intestiviridae
477	33984	contig_240585	 9 	" 10,264 "	Dabirmavirus	11	Intestiviridae
503	34036	contig_240585	 9 	" 10,264 "	Dabirmavirus	11	Intestiviridae
644	33887	contig_3411	 9 	" 77,979 "	Epsilon_1_4	11	Epsilon
750	33932	contig_5617	 9 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
752	33955	contig_5617	 9 	" 21,014 "	Canhaevirus hiberniae	11	Suoliviridae
881	33937	contig_5776	 9 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
1081	33887	contig_7091	 9 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1098	33937	contig_7091	 9 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1126	34012	contig_7091	 9 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1129	34020	contig_7091	 9 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1249	33915	contig_1091	 9 	" 145,297 "	Epsilon_2_3	11	Epsilon
1299	34042	contig_1091	 9 	" 145,297 "	Epsilon_2_3	11	Epsilon
1310	34008	contig_10830	 9 	" 23,029 "	Birpovirus	TAG	Suoliviridae
1597	33976	contig_241601	 9 	" 75,783 "	Diorhovirus copri	11	Intestiviridae
1621	33988	contig_5263	 9 	" 58,511 "	Zeta_7	11	Zeta
1695	34007	contig_12034	 9 	" 21,580 "	Zeta_4_1	11	Zeta
1719	33961	contig_14135	 9 	" 68,829 "	Zeta_4_1	11	Zeta
1739	33879	contig_9107	 9 	" 49,452 "	Jahgtovirus	11	Intestiviridae
1741	33881	contig_9107	 9 	" 49,452 "	Jahgtovirus	11	Intestiviridae
1784	33959	contig_18456	 9 	" 44,008 "	Birpovirus	11	Suoliviridae
1836	33931	contig_239525	 9 	" 28,967 "	Zeta_8_1	11	Zeta
1875	33943	contig_7377	 9 	" 35,885 "	Aurodevirus hiberniae	TAG	Suoliviridae
1902	33932	contig_14619	 9 	" 15,200 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1942	33890	contig_16169	 9 	" 35,220 "	Buchavirus	TAG	Suoliviridae
1952	34040	contig_16169	 9 	" 35,220 "	Buchavirus	TAG	Suoliviridae
2058	33902	contig_17000	 9 	" 28,444 "	Delmidovirus intestinihominis	11	Intestiviridae
2097	33922	contig_7298	 9 	" 11,376 "	Buorbuivirus	TAG	Suoliviridae
14	33869	contig_11000	 8 	" 18,137 "	Culoivirus faecalis	11	Suoliviridae
16	33871	contig_11000	 8 	" 18,137 "	Culoivirus faecalis	11	Suoliviridae
42	33856	contig_12149	 8 	" 59,357 "	Asinivirinae	11	Steigviridae
44	33859	contig_12149	 8 	" 59,357 "	Asinivirinae	11	Steigviridae
59	33941	contig_12149	 8 	" 59,357 "	Asinivirinae	11	Steigviridae
92	33860	contig_13525	 8 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
162	33857	contig_18154	 8 	" 20,165 "	Kingevirus communis	11	Crevaviridae
197	34015	contig_18154	 8 	" 20,165 "	Kingevirus communis	11	Crevaviridae
208	33860	contig_1857	 8 	" 141,010 "	Epsilon_1	11	Epsilon
260	33973	contig_1857	 8 	" 141,010 "	Epsilon_1	11	Epsilon
277	34006	contig_1857	 8 	" 141,010 "	Epsilon_1	11	Epsilon
296	33859	contig_2345	 8 	" 17,956 "	Epsilon_1_1	11	Epsilon
317	33947	contig_2345	 8 	" 17,956 "	Epsilon_1_1	11	Epsilon
330	33969	contig_2345	 8 	" 17,956 "	Epsilon_1_1	11	Epsilon
474	33981	contig_240585	 8 	" 10,264 "	Dabirmavirus	11	Intestiviridae
484	33997	contig_240585	 8 	" 10,264 "	Dabirmavirus	11	Intestiviridae
540	33953	contig_3100	 8 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
580	33924	contig_3213	 8 	" 37,472 "	Epsilon_1	11	Epsilon
602	33974	contig_3213	 8 	" 37,472 "	Epsilon_1	11	Epsilon
669	33954	contig_3411	 8 	" 77,979 "	Epsilon_1_4	11	Epsilon
810	33941	contig_5621	 8 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
815	33963	contig_5621	 8 	" 83,243 "	Canhaevirus hiberniae	11	Suoliviridae
847	33859	contig_5776	 8 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
977	33860	contig_7034	 8 	" 16,937 "	Kingevirus communis	11	Crevaviridae
1074	33866	contig_7091	 8 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1158	33942	contig_8054	 8 	" 71,426 "	Kahnovirus	11	Steigviridae
1234	33866	contig_1091	 8 	" 145,297 "	Epsilon_2_3	11	Epsilon
1252	33922	contig_1091	 8 	" 145,297 "	Epsilon_2_3	11	Epsilon
1272	33963	contig_1091	 8 	" 145,297 "	Epsilon_2_3	11	Epsilon
1297	34040	contig_1091	 8 	" 145,297 "	Epsilon_2_3	11	Epsilon
1344	33984	contig_17571	 8 	" 113,452 "	Zeta_7_1	TGA	Zeta
1367	33881	contig_2405	 8 	" 18,695 "	Epsilon_1	11	Epsilon
1370	33887	contig_2405	 8 	" 18,695 "	Epsilon_1	11	Epsilon
1387	33959	contig_2405	 8 	" 18,695 "	Epsilon_1	11	Epsilon
1423	33857	contig_241592	 8 	" 97,658 "	Birpovirus	TAG	Suoliviridae
1425	33922	contig_241592	 8 	" 97,658 "	Birpovirus	TAG	Suoliviridae
1450	33859	contig_3469	 8 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1528	33877	contig_6493	 8 	" 21,922 "	Zeta_15_1	11	Zeta
1544	33907	contig_8031	 8 	" 11,383 "	Birpovirus	TAG	Suoliviridae
1581	33917	contig_8057	 8 	" 14,562 "	Kahnovirus copri	11	Steigviridae
1702	33960	contig_12041	 8 	" 29,559 "	Zeta_4_1	11	Zeta
1710	33960	contig_12042	 8 	" 11,863 "	Zeta_4	11	Zeta
1809	33866	contig_243430	 8 	" 13,080 "	Zeta_15_1	11	Zeta
1844	33879	contig_241147	 8 	" 92,029 "	Drivevirus	11	Intestiviridae
1903	33940	contig_14619	 8 	" 15,200 "	Lebriduvirus gastrointestinalis	11	Steigviridae
1991	34039	contig_11105	 8 	" 14,905 "	Buchavirus intestinalis	TAG	Suoliviridae
2039	33969	contig_17442	 8 	" 75,857 "	Buchavirus	TAG	Suoliviridae
2057	33942	contig_240855	 8 	" 21,963 "	Zeta	TAG	Zeta
2083	33917	contig_241434	 8 	" 10,082 "	Kolpuevirus hominis	11	Steigviridae
2119	34024	contig_15524	 8 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2121	34028	contig_15524	 8 	" 89,414 "	Delmidovirus copri	11	Intestiviridae
2128	34012	contig_242102	 8 	" 20,064 "	Intestiviridae	11	Intestiviridae
2158	34011	contig_11676	 8 	" 36,325 "	Mahstovirus	11	Steigviridae
25	33867	contig_11002	 7 	" 106,707 "	Culoivirus	11	Suoliviridae
117	33983	contig_13525	 7 	" 18,525 "	Burzaovirus coli	TAG	Suoliviridae
184	33941	contig_18154	 7 	" 20,165 "	Kingevirus communis	11	Crevaviridae
405	33943	contig_239060	 7 	" 10,591 "	Carjivirus communis	11	Intestiviridae
472	33979	contig_240585	 7 	" 10,264 "	Dabirmavirus	11	Intestiviridae
479	33989	contig_240585	 7 	" 10,264 "	Dabirmavirus	11	Intestiviridae
489	34011	contig_240585	 7 	" 10,264 "	Dabirmavirus	11	Intestiviridae
553	34036	contig_3100	 7 	" 58,218 "	Afonbuvirus coli	TAG	Suoliviridae
572	33888	contig_3213	 7 	" 37,472 "	Epsilon_1	11	Epsilon
585	33942	contig_3213	 7 	" 37,472 "	Epsilon_1	11	Epsilon
617	34006	contig_3213	 7 	" 37,472 "	Epsilon_1	11	Epsilon
666	33950	contig_3411	 7 	" 77,979 "	Epsilon_1_4	11	Epsilon
683	33975	contig_3411	 7 	" 77,979 "	Epsilon_1_4	11	Epsilon
708	34020	contig_3411	 7 	" 77,979 "	Epsilon_1_4	11	Epsilon
716	34038	contig_3411	 7 	" 77,979 "	Epsilon_1_4	11	Epsilon
892	33975	contig_5776	 7 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
894	33979	contig_5776	 7 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
898	33983	contig_5776	 7 	" 88,456 "	Cohcovirus splanchnicus	11	Suoliviridae
939	33931	contig_7024	 7 	" 36,085 "	Kingevirus communis	11	Crevaviridae
1078	33880	contig_7091	 7 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1088	33911	contig_7091	 7 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1094	33929	contig_7091	 7 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1113	33975	contig_7091	 7 	" 66,998 "	Kingevirus communis	11	Crevaviridae
1198	34022	contig_10809	 7 	" 99,263 "	Blohavirus	TAG	Suoliviridae
1247	33908	contig_1091	 7 	" 145,297 "	Epsilon_2_3	11	Epsilon
1256	33939	contig_1091	 7 	" 145,297 "	Epsilon_2_3	11	Epsilon
1338	33961	contig_17571	 7 	" 113,452 "	Zeta_7_1	TGA	Zeta
1371	33888	contig_2405	 7 	" 18,695 "	Epsilon_1	11	Epsilon
1475	33914	contig_3469	 7 	" 56,074 "	Junduvirus communis	11	Crevaviridae
1634	34029	contig_10752	 7 	" 13,004 "	Suoliviridae	TAG	Suoliviridae
1704	34007	contig_12041	 7 	" 29,559 "	Zeta_4_1	11	Zeta
1785	33960	contig_18456	 7 	" 44,008 "	Birpovirus	11	Suoliviridae
1833	33888	contig_239525	 7 	" 28,967 "	Zeta_8_1	11	Zeta
1840	34012	contig_239525	 7 	" 28,967 "	Zeta_8_1	11	Zeta
2041	33973	contig_17442	 7 	" 75,857 "	Buchavirus	TAG	Suoliviridae
